Text.Searching,Search....,Търсене...,Поиск...,Chercher....,Cerca...,Pesquisa....,Suche....,Buscar....,Cari....,검색....,検索…,查询……,Traži...,Traži...,Traži...,Traži...,Traži...,Pesquisa....,Търсене...
Text.OnlineUsers,Online Users,Онлайн играчи,Игроки Онлайн,Utilisateurs en ligne,Online users,Usuários online,Online-Benutzer,Usuarios online,Pengguna Dalam Talian,온라인 사용자,オンラインのユーザー,在线用户,Online Korisnici,Online Korisnici,Online Korisnici,Online Korisnici,Online Korisnici,Usuários online,Онлайн играчи
Button.Restore,Restore,Възстанови,Восстановить,Restaurer,Restore,Restaurar,Wiederherstellen,Restaurar,Pulihkan,복구,復元,恢复,Obnovi,Obnovi,Obnovi,Obnovi,Obnovi,Restaurar,Възстанови
Button.SignIn,Our Sign In,Логване,Логин,Notre connexion,Signin,Nosso Login,Unsere Anmeldung,Nuestro acceso,Daftar Masuk kami,가입하기,サインイン,我们的登录,Naša Prijava,Naša Prijava,Naša Prijava,Naša Prijava,Naša Prijava,Nosso Login,Логване
Button.Logout,Logout,Разлогване,Выход из системы,Connectez - Out,Signout,Sair,Ausloggen,Salir,Log keluar,로그아웃,ログアウト,退出,Izloguj se,Izloguj se,Izloguj se,Izloguj se,Izloguj se,Sair,Разлогване
Button.MainMenu,Main Menu,Меню,Меню,Menu principal,Menu,Menu principal,Hauptmenü,Menú principal,Menu Utama,메인메뉴,メインメニュー,主要菜单,Glavni Meni,Glavni Meni,Glavni Meni,Glavni Meni,Glavni Meni,Menu principal,Меню
Button.Leaderboard,Leaderboard,Класация,Рейтинг,Tableau de classement,Clasificazione,Entre os melhores,Bestenliste,Tabla de clasificación,Carta Pendahulu,순위표,ランキング,排行榜,Lestvica,Lestvica,Lestvica,Lestvica,Lestvica,Entre os melhores,Класация
Button.FacebookConnect,Connect,Свързване,Соединение,Relier,Connessione,Conectar,Verbinden,Conectar,Sambung,연결,接続,连接,Poveži,Poveži,Poveži,Poveži,Poveži,Conectar,Свързване
Button.FacebookDisconnect,Disconnect,Разлогване,Выход из системы,Déconnecter,Disconect,desconectar,Trennen,Desconectar,Putus sambungan,연결해제,接続切断,断线,Prekini vezu,Prekini vezu,Prekini vezu,Prekini vezu,Prekini vezu,desconectar,Разлогване
Button.Privacy,Privacy Policy,Поверителност,Политика конфиденциальности,Politique de confidentialité,Privacy,Política de Privacidade,Datenschutzrichtlinie,Política de Privacidad,Dasar Privasi,개인 정보정책,プライバシーポリシー,隐私政策,Pravila o privatnosti,Pravila o privatnosti,Pravila o privatnosti,Pravila o privatnosti,Pravila o privatnosti,Política de Privacidade,Поверителност
Button.Terms,Terms of Service,Условия,Правила,Conditions d'utilisation,Termini d'uso,Termos de serviço,Nutzungsbedingungen,Términos del Servicio,Terma Perkhidmatan,서비스 약관,サービス利用規約,使用条款,Uslovi Korišćenja,Uslovi Korišćenja,Uslovi Korišćenja,Uslovi Korišćenja,Uslovi Korišćenja,Termos de serviço,Условия
Button.CustomerCare,Customer Care,Грижа за потребителя,Забота о потребителе,Service à la clientèle,Customer care,Servico de atendimento ao Consumidor,Kundendienst,Atención al cliente,Khidmat Pelanggan,고객 지원,カスタマーサービス,客户服务,Briga o korisnicima,Briga o korisnicima,Briga o korisnicima,Briga o korisnicima,Briga o korisnicima,Servico de atendimento ao Consumidor,Грижа за потребителя
Button.BuyCoins,Buy coins,Купи жълтици,Купи золотые монеты,Acheter des pièces,Compa moneti,Comprar moedas,Münzen kaufen,Comprar monedas,Beli syiling,코인 구매,コインの購入,购买金币,Kupi Novčiće,Kupi Novčiće,Kupi Novčiće,Kupi Novčiće,Kupi Novčiće,Comprar moedas,Купи жълтици
Button.Play,Play!,Играй!,Играй!,Jouer!,Gioca!,Toque!,Spielen!,¡Juega!,Main!,플레이!,プレイ！,开始玩!,Igraj!,Igraj!,Igraj!,Igraj!,Igraj!,Toque!,Играй!
Button.PlayWithFriends,Play Online,Играй онлайн,Играть онлайн,Jouer en ligne,Gioca Online,Jogar Online!,Online spielen,Jugar online,Main dalam talian,온라인 플레이,オンラインでプレイ,线上玩,Igraj Online,Igraj Online,Igraj Online,Igraj Online,Igraj Online,Jogar Online!,Играй онлайн
Button.DailyBonus,Tap to collect your daily bonus,Натисни за да вземеш днешния бонус,Нажми чтобы взять дневной бонус,Appuyez pour collecter votre bonus quotidien,Sciacia per prendere il bonus giornaliero,Toque para coletar seu bônus diário,"Tippe, um Deinen täglichen Bonus einzusammeln",Toca para obtener tu bono diario,Tekan untuk kumpul bonus harian anda,일일 보너스를 모으려면 탭하세요,タップして、今日のボーナスを手に入れる,点击以收集你的每日奖励,Klikni i uzmi svoj dnevni bonus,Klikni i uzmi svoj dnevni bonus,Klikni i uzmi svoj dnevni bonus,Klikni i uzmi svoj dnevni bonus,Klikni i uzmi svoj dnevni bonus,Toque para coletar seu bônus diário,Натисни за да вземеш днешния бонус
Payment.BunchOfCoins,Bunch of Coins,Шепа жълтици,Шепа золотых монет,Trousse de pièces,Mazzo di moneti,Um punhado de moedas,Bündel Münzen,Puñado de monedas,Sekelompok Syiling,코인 묶음,コインの束,一捆金币,Gomila Novčića,Gomila Novčića,Gomila Novčića,Gomila Novčića,Gomila Novčića,Um punhado de moedas,Шепа жълтици
Payment.PileOfCoins,Pile of Coins,Куп жълтици,Куча золотых монет,Pile de pièces,Compra moneti,Um monte de moedas,Haufen Münzen,Montón de monedas,Tompokan Syiling,코인 더미,コインの山,一堆金币,Hrpa Novčića,Hrpa Novčića,Hrpa Novčića,Hrpa Novčića,Hrpa Novčića,Um monte de moedas,Куп жълтици
Payment.BagOfCoins,Bag of Coins,Торба с жълтици,Сумка золотых монет,Bag of Coins,Busta con moneti,Bolsa cheia de moedas,Beutel Münzen,Bolsa de monedas,Beg Syiling,코인 주머니,コインの袋,一袋金币,Vreća Novčića,Vreća Novčića,Vreća Novčića,Vreća Novčića,Vreća Novčića,Bolsa cheia de moedas,Торба с жълтици
Payment.SackOfCoins,Sack of Coins,Чувал с жълтици,Мешок шепа золотых монет,Sac de pièces,Borsone con moneti,Saco cheio de moedas,Sack Münzen,Saco de monedas,Karung Syiling,코인 자루,コインの大袋,一大袋金币,Kesa Novčića,Kesa Novčića,Kesa Novčića,Kesa Novčića,Kesa Novčića,Saco cheio de moedas,Чувал с жълтици
Payment.PotOfCoins,Pot of Coins,Делва с жълтици,Яс шепа золотых монет,Pot de pièces,Pot con monete,Pote de moedas,Topf Münzen,Olla de monedas,Periuk Syiling,코인 그릇,コインの壺,一盆金币,Šerpa Novčića,Šerpa Novčića,Šerpa Novčića,Šerpa Novčića,Šerpa Novčića,Pote de moedas,Делва с жълтици
Payment.ChestOfCoins,Chest of Coins,Сандък с жълтици,Сундук золотых монет,Coffre de monnaie,Cassa con monete,Mala cheia de moedas,Truhe Münzen,Cofre de monedas,Peti Syiling,코인 상자,コインの箱,一箱金币,Sanduk Novčića,Sanduk Novčića,Sanduk Novčića,Sanduk Novčića,Sanduk Novčića,Mala cheia de moedas,Сандък с жълтици
Payment.NoAds,No Ads,Без Реклами,Без рекламы,No Ads,Senza pubblicità,Sem anúncios,Keine Werbung,Sin anuncios,Tiada Iklan,광고 없음,広告非表示,无广告,Bez reklama,Bez reklama,Bez reklama,Bez reklama,Bez reklama,Sem anúncios,Без Реклами
Payment.PurchaseSuccess,Your purchase was made successfully!,Вашата покупка беше успешна!,Ваша покупка была завершена успешно,Votre achat a été effectué avec succès!,Il vostro aquisto è andato a buon fine.,A sua compra foi feita com sucesso!,Dein Kauf wurde erfolgreich durchgeführt!,¡Tu compra se ha realizado con éxito!,Pembelian anda berjaya dibuat!,구매가 성공적으로 이루어졌습니다!,購入は正常に完了しました！,您的购买已成功！,Vaša kupovina je uspela!,Vaša kupovina je uspela!,Vaša kupovina je uspela!,Vaša kupovina je uspela!,Vaša kupovina je uspela!,A sua compra foi feita com sucesso!,Вашата покупка беше успешна!
LevelCompleted.Fantastic,Fantastic!,Фантастично!,Фантастично!,Fantastique!,Fantastico,Fantástico!,Fantastisch!,Fantástico!,Hebat!,환상적이에요!,すばらしい！,棒级了!,Fantastično!,Fantastično!,Fantastično!,Fantastično!,Fantastično!,Fantástico!,Фантастично!
LevelCompleted.Time,Time: {0:D2}:{1:D2},Време: {0:D2}:{1:D2},Время: {0:D2}:{1:D2},Heure: {0:D2}:{1:D2},Tempo: {0:D2}:{1:D2},Tempo: {0:D2}:{1:D2},Zeit: {0:D2}:{1:D2},Tiempo: {0:D2}:{1:D2},Masa: {0:D2}:{1:D2},시간: {0:D2}:{1:D2},時間：{0:D2}:{1:D2},时间: {0:D2}:{1:D2},Vreme: {0:D2}:{1:D2},Vreme: {0:D2}:{1:D2},Vreme: {0:D2}:{1:D2},Vreme: {0:D2}:{1:D2},Vreme: {0:D2}:{1:D2},Tempo: {0:D2}:{1:D2},Време: {0:D2}:{1:D2}
LevelCompleted.FacebookShareText,Completed level {0},Завършено ниво {0},Уровень пройден {0},Niveau complet {0},Livello competato {0},Nível concluído {0},Abgeschlossenes Level {0},Nivel completado {0},Tahap selesai {0},레벨 {0} 완료,レベル{0} クリア,完成关卡 {0},Završen nivo {0},Završen nivo {0},Završen nivo {0},Završen nivo {0},Završen nivo {0},Nível concluído {0},Завършено ниво {0}
LevelCompleted.LevelName,Level {0},Ниво {0},Уровень {0},Niveau {0},Livello {0},Nível {0},Level {0},Nivel {0},Tahap {0},레벨 {0},レベル{0},关卡 {0},Nivo {0},Nivo {0},Nivo {0},Nivo {0},Nivo {0},Nível {0},Ниво {0}
LevelCompleted.Share,Share!,Сподели!,Share!,Partager!,Condividi!,Compartilhar!,Teilen!,¡Compártelo!,Kongsi!,공유!,シェア！,分享!,Podeli! ,Podeli! ,Podeli! ,Podeli! ,Podeli! ,Compartilhar!,Сподели!
LevelCompleted.Rematch,Rematch,Играй отново,Играй снова!,Revanche,Giacca di nuovo,Revanche,Rematch,Revancha,Lawan Semula,재시합,再度対戦,复赛,Ponovi igru,Ponovi igru,Ponovi igru,Ponovi igru,Ponovi igru,Revanche,Играй отново
LevelCompleted.DoubleCoins,Double Coins!,Удвои жълтиците!,Удвой золотые монеты!,Pièces doubles!,Radoppia le monete!,Duplicar moedas!,Doppelte Münzen!,¡Doble de monedas!,Syiling Berganda!,더블 코인!,コイン２倍！,双倍金币!,Dupli Novčići,Dupli Novčići,Dupli Novčići,Dupli Novčići,Dupli Novčići,Duplicar moedas!,Удвои жълтиците!
LevelCompleted.Double,Double points,Удвои точките,Удвой очки!,Double points,Radoppia i tuoi punteggi,Duplicar pontos,Doppelte Punkte,Doble de puntos,Mata berganda,더블 포인트,ポイント２倍,双倍分数!,Dupli poeni,Dupli poeni,Dupli poeni,Dupli poeni,Dupli poeni,Duplicar pontos,Удвои точките
LevelCompleted.NextLevel,Next level,Следващо ниво,Следующий уровень!,Niveau suivant,Il prossimo livello,Próximo nível,Nächstes Level,Siguiente nivel,Tahap seterusnya,다음 레벨,次のレベル,下一个关卡,Sledeći nivo,Sledeći nivo,Sledeći nivo,Sledeći nivo,Sledeći nivo,Próximo nível,Следващо ниво
LevelCompleted.Score,{0} points,{0} Точки!,{0} Очки!,{0} points,{0} Punteggi,{0} pontos!,{0} Punkte,{0} puntos,{0} mata,{0} 포인트,{0}ポイント,{0} 分,{0} Poena,{0} Poena,{0} Poena,{0} Poena,{0} Poena,{0} pontos!,{0} Точки!
LevelCompleted.ScoreOne,{0} point,{0} точка,{0} очко!,{0} point,{0} Punteggi,{0} ponto,{0} Punkt,{0} punto,{0} mata,{0} 포인트,{0}ポイント,{0} 分,{0} Poen,{0} Poen,{0} Poen,{0} Poen,{0} Poen,{0} ponto,{0} точка
LevelCompleted.ScoreDouble,You have received {0} more points,Ти получи още {0} точки,Ты получил еще очки,Vous avez reçu {0} plus de points,Hai ricevuto nuovi {0} punteggi. ,Você recebeu mais {0} pontos,Du hast {0} mehr Punkte erhalten,Has recibido {0} puntos más,Anda telah terima {0} lebih banyak mata,{0} 포인트를 더 받았습니다,さらに{0}ポイント獲得しました,您已收到额外{0}分,Dobili ste još {0} poena,Dobili ste još {0} poena,Dobili ste još {0} poena,Dobili ste još {0} poena,Dobili ste još {0} poena,Você recebeu mais {0} pontos,Ти получи още {0} точки
